INSTANCE: MQ5

TOTAL GENERATION IS: 250

-------------------------------------------------------------------------------------------------------------------------

ROUND 1:
Generation, best, average, variance, time(s)
0 63675.200840000005 72368.96144976666 13196892.026875662 0.02857494354248047
1 21566.52639 69957.52235953334 22988444.38042545 0.07195496559143066
2 8766.78886 58382.165661833336 266700224.59546855 0.10521483421325684
3 6084.7976100000005 45148.114907200004 477401652.6583049 0.1317729949951172
4 5110.15377 36303.87288136667 503030566.02802336 0.1555488109588623
5 4254.8271 29185.540926633334 495077870.3079725 0.17763590812683105
6 4254.8271 22674.952466333336 435267089.4401729 0.19751572608947754
7 4254.8271 19260.207625866668 385546823.24466807 0.21632885932922363
8 4168.237940000001 14971.374811733334 278635599.8065241 0.23398184776306152
9 4168.237940000001 12495.751640500002 228543872.71820074 0.2504007816314697
10 4168.237940000001 10305.913183833332 162284465.2614622 0.26625895500183105
11 4168.237940000001 8864.670307533333 120847088.04557627 0.2815427780151367
12 4168.237940000001 7442.101352600002 83542592.99523646 0.2960479259490967
13 4168.237940000001 6325.6501475000005 44190869.800486565 0.3109016418457031
14 4168.237940000001 5661.904116766667 25689493.220088046 0.32560276985168457
15 4168.237940000001 5286.0268860333335 18211433.863795396 0.34056663513183594
16 4168.237940000001 5047.435930833334 13341868.149687355 0.3555619716644287
17 4168.237940000001 4889.256599566666 12299267.14337188 0.3692798614501953
18 4168.237940000001 4713.2376248 8044303.633621567 0.38296079635620117
19 4128.48996 4612.8945587 6609577.257145023 0.39689183235168457
20 4128.48996 4483.067119300001 3114929.3467924837 0.4108757972717285
21 4128.48996 4362.514000266666 1016030.9227595866 0.4245760440826416
22 4128.48996 4310.806716566666 592671.8652855342 0.4387679100036621
23 4128.48996 4289.1866028 578932.0582630092 0.45241594314575195
24 4128.48996 4256.701628933333 534048.8917042954 0.46605801582336426
25 4128.48996 4225.421097966667 249557.46167444403 0.48000574111938477
26 4128.48996 4221.742340233333 233784.16528497438 0.4941539764404297
27 4128.48996 4209.498096466666 230763.59361836975 0.50823974609375
28 4128.48996 4187.008236 142225.53900608345 0.5224509239196777
29 4128.48996 4163.920591466666 14896.292097271284 0.5363819599151611
30 4128.48996 4163.600498466665 13334.95996611715 0.550048828125
31 4128.48996 4160.694262733333 12328.5852165071 0.5637538433074951
32 4128.48996 4159.146338833333 9154.515127643088 0.577894926071167
33 4128.48996 4154.255627666666 6929.252934436889 0.5922658443450928
34 4128.48996 4153.143655699999 7006.583430567093 0.6067516803741455
35 4128.48996 4155.3187063 9480.430288026211 0.6211118698120117
36 4128.48996 4150.309692133333 6488.703648768027 0.6350388526916504
37 4128.48996 4156.265686733333 8349.573866415707 0.6490697860717773
38 4128.48996 4153.692103466667 7327.58063242812 0.6630687713623047
39 4128.48996 4147.899438066665 4914.24501369459 0.6767890453338623
40 4128.48996 4145.2728708666655 4484.19027213815 0.690546989440918
41 4128.48996 4146.1715282 4802.254505809827 0.7042098045349121
42 4128.48996 4146.171683933333 4703.486768387775 0.7180647850036621
43 4128.48996 4138.040259566666 2434.75857907819 0.7319879531860352
44 4128.48996 4141.273708166666 3107.473876278139 0.7457747459411621
45 4128.48996 4138.5553531333335 3034.7839279730306 0.7593517303466797
46 4128.48996 4142.315353133332 3780.41346654848 0.7732548713684082
47 4128.48996 4146.7048759 5662.789507212011 0.7870237827301025
48 4128.48996 4146.407450866666 5338.55448492356 0.8006317615509033
49 4128.48996 4149.107558266666 6144.38153776468 0.8143906593322754
50 4128.48996 4146.680230066666 4698.089138272779 0.8283689022064209
51 4128.48996 4147.628437999999 5263.612219534412 0.8420438766479492
52 4128.48996 4145.074899933333 5361.036670957905 0.8558568954467773
53 4128.48996 4144.907235499999 5578.077436974733 0.8697388172149658
54 4128.48996 4141.830398433332 4229.068848449327 0.883286714553833
55 4128.48996 4140.645583733332 4491.088081009075 0.897230863571167
56 4128.48996 4145.982847633332 5668.908514752329 0.9109437465667725
57 4128.48996 4143.2142871333335 4081.7150155460663 0.9247307777404785
58 4128.48996 4143.195811766666 4727.704245800961 0.9382898807525635
59 4128.48996 4145.492469333332 6151.049590760156 0.9519968032836914
60 4110.90536 4148.846879499999 7263.480592447368 0.9654819965362549
61 4093.59296 4155.075445533333 10124.76568770267 0.9791648387908936
62 4093.59296 4165.474722833333 12711.745815849774 0.9927968978881836
63 4093.59296 4155.533192899999 10650.460029136406 1.0063807964324951
64 4093.59296 4150.299998033334 11591.80785328084 1.0202827453613281
65 4093.59296 4145.582970266667 11548.214452473527 1.0341236591339111
66 4093.59296 4137.771247600001 8772.394419182361 1.0478930473327637
67 4093.59296 4132.654917633333 9187.105199139718 1.0616178512573242
68 4093.59296 4129.169764866667 8274.033015350988 1.0752098560333252
69 4093.59296 4123.645057533334 5620.989860402868 1.088876724243164
70 4093.59296 4121.0421314 4852.674225706805 1.1030447483062744
71 4093.59296 4121.2258191 5565.016892242096 1.116891860961914
72 4093.59296 4120.4486797 5583.74575950431 1.1307249069213867
73 4093.59296 4115.713419000001 4802.019160865156 1.144683837890625
74 4093.59296 4111.7057713 4067.4621974417823 1.1584577560424805
75 4093.59296 4109.482324733333 3283.8016104897906 1.1722357273101807
76 4093.59296 4111.2292217 4335.837510964155 1.186357021331787
77 4093.59296 4109.865766333334 3568.032925580872 1.200204849243164
78 4093.59296 4112.398210533334 4756.63952876516 1.2140438556671143
79 4093.59296 4116.756039433333 6707.728830592341 1.2280457019805908
80 4093.59296 4113.299422766667 5214.269967583614 1.2417688369750977
81 4093.59296 4114.449160866668 5419.356541788334 1.2566568851470947
82 4093.59296 4110.421006866667 4670.8411343196085 1.271014928817749
83 4093.59296 4110.512842733334 5149.222180198451 1.2849979400634766
84 4093.59296 4115.964515166666 7686.303473808794 1.2988486289978027
85 4093.59296 4114.104829300001 6859.551672327599 1.3134536743164062
86 4093.59296 4111.793367600001 6050.189359767272 1.327756643295288
87 4093.59296 4114.677537966667 6852.147157039427 1.34197998046875
88 4093.59296 4111.611021933334 7070.887569052378 1.3564867973327637
89 4093.59296 4108.838340966668 6189.600234697284 1.370926856994629
90 4093.59296 4111.726119166667 7149.644906098601 1.385312795639038
91 4093.59296 4110.892946000001 6837.53606865074 1.3997299671173096
92 4093.59296 4107.502146566667 3946.5025963280955 1.4135627746582031
93 4080.7428999999997 4108.220879733334 5018.052352206159 1.4272127151489258
94 4080.7428999999997 4108.489582800001 5238.457416161978 1.4411299228668213
95 4080.7428999999997 4106.3190982333335 6385.537589779521 1.4546968936920166
96 4080.7428999999997 4104.855345866667 6587.418099125183 1.4686269760131836
97 4080.7428999999997 4101.0740225 5457.932037655125 1.4826619625091553
98 4080.7428999999997 4104.3064677 6423.6438597786555 1.49627685546875
99 4080.7428999999997 4101.1749841 5297.8656218469905 1.509821891784668
100 4080.7428999999997 4103.3180048 5749.325160802577 1.5236198902130127
101 4080.7428999999997 4100.913376233334 6484.91522658546 1.537383794784546
102 4080.7428999999997 4099.836572933334 6507.387865052108 1.5510096549987793
103 4080.7428999999997 4095.720585533334 4080.3420040288597 1.5646159648895264
104 4080.7428999999997 4097.466426233334 5808.121165492971 1.5785458087921143
105 4080.7428999999997 4103.501299333333 6954.2117852415 1.5928308963775635
106 4080.7428999999997 4102.4635616333335 7076.813276742387 1.6072998046875
107 4080.7428999999997 4100.324341233334 4930.804419900205 1.620966911315918
108 4080.7428999999997 4103.0142802 7147.333951598316 1.6345248222351074
109 4080.7428999999997 4106.213704333333 8780.42343409515 1.648542881011963
110 4080.7428999999997 4102.537621466668 7754.539407731049 1.6622836589813232
